Player,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team,Birth,College
Micah Potter,PF,25,16,0,11.6,1.2,2.5,0.475,0.6,1.3,0.429,0.6,1.2,0.526,0.588,0.4,0.5,0.75,0.6,2.1,2.7,0.4,0.3,0.4,0.3,0.9,3.3,Utah Jazz,US,"Ohio State, Wisconsin"
Omer Yurtseven,C,25,48,12,11.4,2.1,3.8,0.538,0.1,0.5,0.208,2.0,3.3,0.588,0.552,0.4,0.6,0.679,1.5,2.8,4.3,0.6,0.2,0.4,0.8,1.1,4.6,Utah Jazz,TR,"NC State, Georgetown"
Jason Preston,PG,24,7,0,10.1,0.9,2.7,0.316,0.0,0.4,0.0,0.9,2.3,0.375,0.316,0.0,0.0,,0.9,1.6,2.4,2.3,0.3,0.1,0.3,0.4,1.7,Utah Jazz,US,Ohio University
Kira Lewis Jr.,PG,22,12,0,9.9,1.5,3.3,0.45,0.2,1.1,0.154,1.3,2.3,0.593,0.475,0.6,0.8,0.778,0.4,0.6,1.0,1.6,0.3,0.1,0.5,0.3,3.8,Utah Jazz,US,Alabama
Luka Šamanić,PF,24,43,7,9.4,1.4,3.7,0.38,0.3,1.5,0.203,1.1,2.2,0.5,0.421,1.0,1.3,0.786,0.5,1.9,2.4,0.4,0.1,0.2,0.7,0.7,4.1,Utah Jazz,HR,
Ja Morant,PG,24,9,9,35.3,8.9,18.9,0.471,1.6,5.7,0.275,7.3,13.2,0.555,0.512,5.8,7.1,0.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,25.1,Memphis Grizzlies,US,Murray State
Desmond Bane,SG,25,42,42,34.4,8.6,18.5,0.464,3.3,8.6,0.381,5.3,9.9,0.536,0.552,3.3,3.8,0.87,0.9,3.5,4.4,5.5,1.0,0.5,2.7,2.9,23.7,Memphis Grizzlies,US,TCU
Jaren Jackson Jr.,C,24,66,66,32.2,7.8,17.6,0.444,1.8,5.5,0.32,6.0,12.1,0.501,0.494,5.1,6.3,0.808,1.3,4.2,5.5,2.3,1.2,1.6,2.4,3.6,22.5,Memphis Grizzlies,US,Michigan State
Marcus Smart,PG,29,20,20,30.3,5.1,11.9,0.43,2.1,6.7,0.313,3.0,5.2,0.583,0.519,2.2,2.8,0.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5,Memphis Grizzlies,US,Oklahoma State
Jordan Goodwin,PG,25,17,12,29.2,3.9,11.1,0.349,1.1,3.6,0.311,2.8,7.5,0.367,0.399,1.1,1.8,0.633,2.8,5.2,8.0,4.5,1.5,0.5,1.6,1.9,10.0,Memphis Grizzlies,US,Saint Louis
Vince Williams Jr.,SG,23,52,33,27.6,3.3,7.3,0.446,1.5,4.0,0.378,1.7,3.3,0.529,0.55,2.0,2.5,0.8,1.1,4.4,5.6,3.4,0.9,0.7,1.8,2.6,10.0,Memphis Grizzlies,US,VCU
Santi Aldama,PF,23,61,35,26.5,4.0,9.3,0.435,1.7,5.0,0.349,2.3,4.3,0.534,0.528,0.9,1.4,0.621,1.2,4.6,5.8,2.3,0.7,0.9,1.1,1.5,10.7,Memphis Grizzlies,ES,Loyola (MD)
GG Jackson II,PF,19,48,18,25.7,5.0,11.7,0.428,2.1,6.0,0.357,2.9,5.8,0.502,0.519,2.4,3.2,0.752,1.1,3.0,4.1,1.2,0.6,0.5,1.4,1.3,14.6,Memphis Grizzlies,US,South Carolina
Luke Kennard,SG,27,39,22,25.6,3.6,8.1,0.448,2.7,6.1,0.45,0.9,2.0,0.442,0.617,1.0,1.2,0.889,0.3,2.6,2.9,3.5,0.5,0.1,1.4,1.0,11.0,Memphis Grizzlies,US,Duke
Scotty Pippen Jr.,PG,23,21,16,25.1,4.8,9.7,0.493,1.4,3.4,0.417,3.3,6.2,0.534,0.567,2.0,2.6,0.745,1.0,2.1,3.2,4.7,1.7,0.5,2.7,2.9,12.9,Memphis Grizzlies,US,Vanderbilt
Timmy Allen,SF,24,5,0,25.0,1.2,4.6,0.261,0.0,1.4,0.0,1.2,3.2,0.375,0.261,0.2,0.4,0.5,0.8,2.6,3.4,1.0,0.8,0.0,0.4,3.6,2.6,Memphis Grizzlies,US,"Utah, Texas"
Trey Jemison,C,24,23,14,24.9,3.3,5.9,0.551,0.0,0.0,,3.3,5.9,0.551,0.551,0.9,1.1,0.84,2.8,3.0,5.8,1.2,0.5,1.2,1.4,3.0,7.4,Memphis Grizzlies,US,"Clemson, UAB"
Bismack Biyombo,C,31,30,27,23.9,2.2,4.0,0.563,0.0,0.0,,2.2,4.0,0.563,0.563,0.7,1.5,0.478,1.9,4.5,6.4,1.7,0.3,1.1,1.3,2.7,5.2,Memphis Grizzlies,CD,
David Roddy,PF,22,48,13,23.2,3.2,8.0,0.402,1.0,3.3,0.301,2.3,4.8,0.47,0.462,1.0,1.4,0.687,1.1,3.1,4.2,1.6,0.5,0.2,1.1,1.4,8.4,Memphis Grizzlies,US,Colorado State
Zavier Simpson,PG,26,7,0,23.0,2.4,7.7,0.315,0.7,2.4,0.294,1.7,5.3,0.324,0.361,0.4,0.6,0.75,0.6,2.3,2.9,3.6,1.0,0.4,1.4,1.6,6.0,Memphis Grizzlies,US,Michigan
Lamar Stevens,PF,26,19,2,23.0,4.6,10.3,0.446,0.6,2.0,0.289,4.0,8.3,0.484,0.474,1.8,2.3,0.791,1.3,3.8,5.1,1.1,0.9,0.9,0.8,1.6,11.5,Memphis Grizzlies,US,Penn State
Jake LaRavia,PF,22,35,6,23.0,3.4,8.7,0.389,1.5,4.5,0.34,1.9,4.2,0.442,0.477,2.6,3.1,0.826,1.5,2.2,3.7,1.7,0.8,0.3,1.3,2.0,10.8,Memphis Grizzlies,US,"Indiana State University, Wake Forest"
Brandon Clarke,PF,27,6,1,22.3,5.5,9.8,0.559,0.2,1.0,0.167,5.3,8.8,0.604,0.568,0.2,1.2,0.143,2.2,3.2,5.3,1.5,0.8,1.0,0.5,1.3,11.3,Memphis Grizzlies,CA,"San Jose State, Gonzaga"
John Konchar,SF,27,55,23,21.3,1.6,3.8,0.423,0.7,2.2,0.317,0.9,1.6,0.568,0.514,0.4,0.5,0.84,1.3,3.4,4.7,2.0,0.9,0.9,0.8,1.4,4.3,Memphis Grizzlies,US,Purdue-Fort Wayne
Xavier Tillman Sr.,C,25,34,13,20.6,2.6,6.3,0.408,0.4,1.6,0.226,2.2,4.7,0.469,0.437,0.5,1.3,0.419,1.6,3.0,4.6,1.7,1.2,1.0,0.9,1.8,6.0,Memphis Grizzlies,US,Michigan State
Ziaire Williams,SF,22,51,15,20.4,2.9,7.4,0.397,1.1,3.7,0.307,1.8,3.7,0.487,0.474,1.2,1.5,0.827,0.7,2.8,3.5,1.5,0.7,0.2,1.3,1.7,8.2,Memphis Grizzlies,US,Stanford
Tosan Evbuomwan,SF,22,4,0,18.5,1.0,3.8,0.267,0.5,2.0,0.25,0.5,1.8,0.286,0.333,0.0,0.0,,2.0,1.5,3.5,1.5,0.0,0.3,0.3,1.3,2.5,Memphis Grizzlies,UK,Princeton
Jacob Gilyard,PG,25,37,14,17.7,1.6,3.9,0.417,1.4,3.2,0.425,0.2,0.6,0.375,0.594,0.1,0.1,1.0,0.2,0.9,1.2,3.5,0.7,0.1,0.8,0.9,4.7,Memphis Grizzlies,US,Richmond
Mãozinha Pereira,SF,23,7,1,17.4,2.6,5.0,0.514,0.7,1.9,0.385,1.9,3.1,0.591,0.586,1.0,1.4,0.7,1.6,3.7,5.3,0.3,0.9,0.6,0.7,1.4,6.9,Memphis Grizzlies,BR,
Jaylen Nowell,SG,24,9,1,17.3,2.4,6.1,0.4,0.4,2.6,0.174,2.0,3.6,0.563,0.436,0.3,0.3,1.0,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7,Memphis Grizzlies,US,Washington
DeJon Jarreau,SG,26,9,0,16.7,1.9,5.6,0.34,0.4,1.4,0.308,1.4,4.1,0.351,0.38,0.6,1.2,0.455,0.9,4.0,4.9,2.9,0.7,0.2,1.0,1.6,4.8,Memphis Grizzlies,US,"UMass, Houston"
Derrick Rose,PG,35,24,7,16.6,3.2,6.9,0.461,0.6,1.7,0.366,2.5,5.2,0.492,0.506,1.0,1.1,0.889,0.3,1.6,1.9,3.3,0.3,0.1,1.3,0.9,8.0,Memphis Grizzlies,US,Memphis
Yuta Watanabe,SF,29,5,0,16.4,1.2,3.8,0.316,0.2,2.0,0.1,1.0,1.8,0.556,0.342,0.0,0.4,0.0,0.0,1.8,1.8,1.0,0.6,0.0,0.6,1.0,2.6,Memphis Grizzlies,JP,George Washington
Wenyen Gabriel,PF,26,5,0,16.2,1.6,4.4,0.364,0.2,1.2,0.167,1.4,3.2,0.438,0.386,0.0,1.0,0.0,1.4,3.6,5.0,0.6,0.4,0.4,1.6,2.0,3.4,Memphis Grizzlies,SD,Kentucky
Jack White,SF,26,4,0,16.0,0.5,4.0,0.125,0.5,2.5,0.2,0.0,1.5,0.0,0.188,0.0,0.0,,1.0,2.0,3.0,0.3,1.0,0.3,0.5,0.8,1.5,Memphis Grizzlies,AU,Duke
Matthew Hurt,PF,23,8,0,14.1,1.5,4.3,0.353,0.6,2.5,0.25,0.9,1.8,0.5,0.426,0.4,0.4,1.0,1.1,0.9,2.0,0.5,0.4,0.4,0.3,1.0,4.0,Memphis Grizzlies,US,Duke
Kenneth Lofton Jr.,PF,21,15,0,6.6,0.9,2.5,0.378,0.2,0.7,0.3,0.7,1.8,0.407,0.419,0.5,1.0,0.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6,Memphis Grizzlies,US,Louisiana Tech
Shaquille Harrison,SG,30,3,0,2.0,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.0,0.7,Memphis Grizzlies,US,Tulsa
Devin Vassell,SG,23,68,62,33.1,7.3,15.5,0.472,2.4,6.6,0.372,4.9,9.0,0.544,0.55,2.4,3.0,0.801,0.4,3.4,3.8,4.1,1.1,0.3,1.6,1.1,19.5,San Antonio Spurs,US,Florida State
Victor Wembanyama,C,20,71,71,29.7,7.8,16.7,0.465,1.8,5.5,0.325,6.0,11.2,0.534,0.519,4.1,5.2,0.796,2.3,8.4,10.6,3.9,1.2,3.6,3.7,2.2,21.4,San Antonio Spurs,FR,
Jeremy Sochan,PF,20,74,73,29.6,4.6,10.5,0.438,0.9,3.1,0.308,3.6,7.4,0.492,0.483,1.5,1.9,0.771,1.9,4.6,6.4,3.4,0.8,0.5,1.9,2.3,11.6,San Antonio Spurs,US,Baylor
Keldon Johnson,SF,24,69,27,29.5,5.7,12.5,0.454,1.8,5.3,0.346,3.8,7.2,0.533,0.527,2.5,3.2,0.792,1.4,4.1,5.5,2.8,0.7,0.3,1.4,2.2,15.7,San Antonio Spurs,US,Kentucky
Tre Jones,PG,24,77,48,27.8,3.9,7.8,0.505,0.8,2.5,0.335,3.1,5.3,0.584,0.558,1.3,1.5,0.856,0.8,3.0,3.8,6.2,1.0,0.1,1.5,1.2,10.0,San Antonio Spurs,US,Duke
Zach Collins,C,26,69,29,22.1,4.3,8.9,0.484,0.8,2.6,0.32,3.5,6.3,0.552,0.531,1.8,2.3,0.753,1.7,3.7,5.4,2.8,0.5,0.8,1.9,3.0,11.2,San Antonio Spurs,US,Gonzaga
Malaki Branham,PG,20,75,29,21.3,3.6,8.4,0.432,1.2,3.6,0.347,2.4,4.8,0.494,0.506,0.7,0.8,0.873,0.4,1.6,2.0,2.1,0.4,0.1,1.2,1.3,9.2,San Antonio Spurs,US,Ohio State
Julian Champagnie,SF,22,74,59,19.8,2.2,5.4,0.408,1.4,3.7,0.365,0.9,1.7,0.504,0.534,1.0,1.2,0.815,0.6,2.2,2.8,1.4,0.6,0.6,0.8,1.0,6.8,San Antonio Spurs,US,St. John's
Cedi Osman,SF,28,72,3,17.6,2.6,5.3,0.479,1.2,3.1,0.389,1.4,2.3,0.601,0.591,0.5,0.7,0.673,0.3,2.2,2.5,1.7,0.5,0.2,0.7,1.5,6.8,San Antonio Spurs,MK,
Doug McDermott,SF,32,46,0,15.2,2.1,4.7,0.442,1.7,3.8,0.439,0.4,0.9,0.452,0.619,0.2,0.4,0.588,0.2,0.9,1.0,1.2,0.2,0.0,0.5,1.0,6.0,San Antonio Spurs,US,Creighton
Blake Wesley,SG,20,61,3,14.4,1.7,3.5,0.474,0.2,0.9,0.218,1.5,2.6,0.563,0.502,0.9,1.3,0.667,0.3,1.2,1.5,2.7,0.5,0.1,0.9,1.5,4.4,San Antonio Spurs,US,Notre Dame
Devonte' Graham,PG,28,23,0,13.6,1.7,4.7,0.352,1.1,3.6,0.301,0.6,1.1,0.52,0.468,0.6,0.7,0.813,0.2,1.3,1.6,2.1,0.4,0.1,0.7,0.6,5.0,San Antonio Spurs,US,Kansas
RaiQuan Gray,PF,24,3,0,13.0,3.3,5.7,0.588,1.0,2.3,0.429,2.3,3.3,0.7,0.676,0.0,0.0,,0.7,1.7,2.3,2.0,0.3,0.3,0.3,0.0,7.7,San Antonio Spurs,US,Florida State
David Duke Jr.,SG,24,4,0,12.8,2.5,4.5,0.556,0.8,1.5,0.5,1.8,3.0,0.583,0.639,0.8,0.8,1.0,0.5,2.0,2.5,1.3,0.5,0.0,0.8,1.0,6.5,San Antonio Spurs,US,Providence
Dominick Barlow,PF,20,33,1,12.7,1.7,3.4,0.496,0.1,0.3,0.333,1.6,3.2,0.51,0.509,0.9,1.3,0.69,1.4,2.1,3.4,1.1,0.4,0.4,0.3,1.4,4.4,San Antonio Spurs,US,
Jamaree Bouyea,PG,24,3,0,12.7,1.7,2.3,0.714,0.3,0.3,1.0,1.3,2.0,0.667,0.786,0.0,0.0,,0.3,2.7,3.0,1.0,0.3,0.0,0.3,2.3,3.7,San Antonio Spurs,US,San Francisco
Sidy Cissoko,SF,19,12,0,11.8,1.3,2.8,0.485,0.1,1.0,0.083,1.3,1.8,0.714,0.5,1.0,1.3,0.8,0.7,1.2,1.8,0.8,0.6,0.3,0.3,1.5,3.8,San Antonio Spurs,FR,
Charles Bassey,C,23,19,0,10.8,1.5,2.1,0.725,0.0,0.1,0.0,1.5,2.1,0.744,0.725,0.3,0.3,0.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3,San Antonio Spurs,NG,Western Kentucky
Sandro Mamukelashvili,C,24,46,5,9.8,1.6,3.4,0.471,0.4,1.4,0.297,1.2,2.0,0.593,0.532,0.5,0.7,0.735,1.0,2.2,3.2,1.1,0.2,0.3,0.4,0.8,4.1,San Antonio Spurs,US,Seton Hall
Mamadi Diakite,PF,27,3,0,5.3,1.3,1.7,0.8,0.0,0.0,,1.3,1.7,0.8,0.8,1.3,2.0,0.667,0.3,0.7,1.0,0.7,0.0,0.3,0.0,0.3,4.0,San Antonio Spurs,GN,Virginia
Anfernee Simons,SG,24,46,46,34.4,7.8,18.2,0.43,3.4,8.8,0.385,4.4,9.4,0.472,0.523,3.5,3.9,0.916,0.5,3.2,3.6,5.5,0.5,0.1,2.7,2.1,22.6,Portland Trail Blazers,US,
Jerami Grant,PF,29,54,54,33.9,7.1,15.7,0.451,2.1,5.1,0.402,5.0,10.6,0.474,0.516,4.7,5.8,0.817,0.7,2.9,3.5,2.8,0.8,0.6,2.1,2.2,21.0,Portland Trail Blazers,US,Syracuse
Shaedon Sharpe,SG,20,32,25,33.1,5.5,13.6,0.406,1.9,5.6,0.333,3.6,7.9,0.457,0.475,3.1,3.7,0.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,15.9,Portland Trail Blazers,CA,Kentucky
Deandre Ayton,C,25,55,55,32.4,7.8,13.6,0.57,0.0,0.2,0.1,7.7,13.4,0.576,0.571,1.2,1.4,0.823,3.2,7.9,11.1,1.6,1.0,0.8,1.8,2.0,16.7,Portland Trail Blazers,BS,Arizona
Dalano Banton,PG,24,30,8,29.2,6.1,15.0,0.408,1.9,6.1,0.311,4.2,8.9,0.474,0.471,2.6,3.3,0.78,1.0,3.8,4.8,3.6,0.9,0.6,2.2,1.5,16.7,Portland Trail Blazers,CA,Nebraska
Malcolm Brogdon,PG,31,39,25,28.7,5.6,12.7,0.44,2.1,5.1,0.412,3.5,7.6,0.458,0.522,2.4,3.0,0.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7,Portland Trail Blazers,US,Virginia
Scoot Henderson,PG,19,62,32,28.5,5.0,12.9,0.385,1.4,4.3,0.325,3.5,8.5,0.416,0.44,2.7,3.3,0.819,0.9,2.3,3.1,5.4,0.8,0.2,3.4,3.1,14.0,Portland Trail Blazers,US,
Toumani Camara,PF,23,70,49,24.8,2.8,6.3,0.45,0.8,2.5,0.337,2.0,3.8,0.523,0.516,1.1,1.4,0.758,2.0,2.9,4.9,1.2,0.9,0.5,1.2,2.5,7.5,Portland Trail Blazers,BE,Dayton
Jabari Walker,SF,21,72,23,23.6,3.3,7.1,0.46,0.6,1.9,0.295,2.7,5.1,0.522,0.5,1.8,2.4,0.754,2.1,5.0,7.1,1.0,0.6,0.3,0.9,2.4,8.9,Portland Trail Blazers,US,Colorado
Matisse Thybulle,SF,26,65,19,22.9,1.9,4.9,0.397,1.2,3.6,0.346,0.7,1.3,0.535,0.524,0.3,0.4,0.759,0.5,1.6,2.1,1.4,1.7,0.8,0.6,1.4,5.4,Portland Trail Blazers,US,Washington
Kris Murray,SF,23,62,29,21.7,2.3,5.9,0.396,0.8,3.0,0.268,1.5,3.0,0.525,0.463,0.6,0.9,0.661,1.4,2.2,3.6,1.3,0.9,0.3,0.9,1.5,6.1,Portland Trail Blazers,US,Iowa
Robert Williams,C,26,6,0,19.8,2.8,4.3,0.654,0.0,0.0,,2.8,4.3,0.654,0.654,1.2,1.5,0.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8,Portland Trail Blazers,US,Texas A&M
Duop Reath,C,27,68,20,17.9,3.4,7.3,0.461,1.3,3.6,0.359,2.1,3.7,0.559,0.549,1.0,1.4,0.742,1.4,2.3,3.7,1.0,0.5,0.6,0.8,2.4,9.1,Portland Trail Blazers,SS,"Lee College, LSU"
Skylar Mays,PG,26,21,5,17.0,2.5,6.6,0.384,0.7,2.3,0.286,1.9,4.2,0.438,0.435,0.6,0.8,0.765,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1.0,6.3,Portland Trail Blazers,US,LSU
Ashton Hagans,PG,24,19,1,16.6,1.5,3.7,0.408,0.4,1.3,0.32,1.1,2.4,0.457,0.465,0.7,0.9,0.824,0.7,1.6,2.4,2.8,0.6,0.5,1.6,2.1,4.2,Portland Trail Blazers,US,Kentucky
Rayan Rupert,SG,19,39,12,16.2,1.4,4.1,0.335,0.7,2.0,0.359,0.7,2.1,0.313,0.422,0.5,0.6,0.76,0.6,1.7,2.4,1.6,0.3,0.1,0.8,1.4,4.0,Portland Trail Blazers,FR,
Justin Minaya,SF,24,34,1,11.2,0.6,2.2,0.297,0.4,1.4,0.245,0.3,0.7,0.4,0.378,0.1,0.3,0.556,0.9,0.8,1.6,0.6,0.3,0.3,0.3,1.0,1.8,Portland Trail Blazers,US,
Ibou Badji,C,21,22,1,10.3,0.6,1.0,0.636,0.0,0.0,,0.6,1.0,0.636,0.636,0.3,0.5,0.5,0.9,1.4,2.3,0.6,0.1,0.9,0.7,2.1,1.5,Portland Trail Blazers,SN,
Taze Moore,SG,25,4,0,10.0,2.0,4.8,0.421,0.3,1.8,0.143,1.8,3.0,0.583,0.447,0.3,0.5,0.5,1.0,1.0,2.0,1.3,0.5,0.0,0.8,1.0,4.5,Portland Trail Blazers,US,"Cal State-Bakersfield, Houston"
Jamaree Bouyea,PG,24,6,0,9.5,0.8,3.5,0.238,0.0,1.3,0.0,0.8,2.2,0.385,0.238,0.0,0.0,,0.3,1.3,1.7,1.3,0.0,0.0,1.3,0.5,1.7,Portland Trail Blazers,US,San Francisco
Moses Brown,C,24,22,5,9.1,1.5,3.0,0.508,0.0,0.0,,1.5,3.0,0.508,0.508,0.4,1.4,0.29,1.7,2.2,3.9,0.3,0.2,0.3,0.5,1.2,3.4,Portland Trail Blazers,US,UCLA
Ish Wainright,SF,29,7,0,6.6,0.9,2.6,0.333,0.9,2.3,0.375,0.0,0.3,0.0,0.5,0.3,0.3,1.0,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,2.9,Portland Trail Blazers,US,Baylor
